Timestamp,X3,X1,X2,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36
2025/01/17 06:57:21 AM GMT+3,Bachelor's Degree,Male,25 - 34,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,Sometimes,Quite often,Almost never,Very often,Sometimes,Sometimes,Never,Almost never,Very often,Sometimes,Quite often,Very often,Sometimes,Very often,Very often,Sometimes,Very often,Sometimes,Sometimes,Very often,Sometimes,Sometimes
2025/01/11 09:27:27 AM GMT+3,Bachelor's Degree,Other,25 - 34,Sometimes,Quite often,Quite often,Sometimes,Very often,Sometimes,Sometimes,Sometimes,Very often,Sometimes,Very often,Quite often,Sometimes,Very often,Very often,Sometimes,Very often,Quite often,Almost never,Almost never,Almost never,Sometimes,Very often,Almost never,Very often,Very often,Sometimes,Sometimes,Never,Sometimes,Almost never
2025/01/17 08:17:35 AM GMT+3,Bachelor's Degree,Other,45 - 54,Quite often,Sometimes,Quite often,Sometimes,Sometimes,Sometimes,Sometimes,Quite often,Sometimes,Very often,Sometimes,Sometimes,Sometimes,Very often,Very often,Quite often,Sometimes,Sometimes,Sometimes,Very often,Very often,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Very often,Sometimes,Almost never,Sometimes
2025/01/08 10:06:33 AM GMT+3,Bachelor's Degree,Male,45 - 54,Sometimes,Almost never,Quite often,Very often,Sometimes,Very often,Sometimes,Sometimes,Very often,Sometimes,Quite often,Almost never,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,Very often,Very often,Very often,Sometimes,Sometimes
2025/01/05 12:40:11 AM GMT+3,Bachelor's Degree,Other,25 - 34,Very often,Sometimes,Quite often,Quite often,Very often,Very often,Quite often,Sometimes,Sometimes,Sometimes,Quite often,Very often,Sometimes,Sometimes,Never,Sometimes,Never,Sometimes,Sometimes,Sometimes,Quite often,Sometimes,Sometimes,Almost never,Sometimes,Sometimes,Sometimes,Very often,Very often,Sometimes,Almost never
2025/01/12 09:08:44 AM GMT+3,Bachelor's Degree,Female,18 - 24,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Quite often,Quite often,Sometimes,Quite often,Sometimes,Sometimes,Very often,Almost never,Sometimes,Sometimes,Almost never,Sometimes,Very often,Quite often,Very often,Sometimes,Sometimes,Sometimes,Sometimes,Never,Sometimes,Very often,Sometimes
2025/01/09 02:14:07 PM GMT+3,Bachelor's Degree,Other,35 - 44,Quite often,Quite often,Quite often,Very often,Sometimes,Sometimes,Very often,Sometimes,Sometimes,Sometimes,Very often,Quite often,Sometimes,Never,Sometimes,Very often,Very often,Sometimes,Very often,Never,Sometimes,Sometimes,Sometimes,Almost never,Sometimes,Never,Very often,Sometimes,Sometimes,Never,Almost never
2025/01/09 02:37:26 PM GMT+3,Bachelor's Degree,Female,35 - 44,Sometimes,Quite often,Quite often,Sometimes,Sometimes,Sometimes,Very often,Very often,Very often,Sometimes,Sometimes,Quite often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Quite often,Almost never,Almost never,Sometimes,Sometimes,Sometimes,Very often,Sometimes,Sometimes,Sometimes,Very often,Sometimes,Sometimes,Almost never
2025/01/21 04:44:00 PM GMT+3,Bachelor's Degree,Female,45 - 54,Quite often,Sometimes,Quite often,Sometimes,Very often,Sometimes,Sometimes,Very often,Sometimes,Sometimes,Quite often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,Never,Almost never,Very often,Very often,Very often,Sometimes,Very often,Sometimes,Sometimes,Very often,Almost never
2025/01/09 03:23:18 AM GMT+3,Bachelor's Degree,Male,55 and above,Quite often,Sometimes,Quite often,Sometimes,Sometimes,Sometimes,Sometimes,Very often,Sometimes,Sometimes,Sometimes,Quite often,Very often,Never,Very often,Almost never,Almost never,Sometimes,Very often,Sometimes,Sometimes,Quite often,Sometimes,Sometimes,Sometimes,Sometimes,Very often,Very often,Almost never,Sometimes,Sometimes
2025/01/23 08:10:08 PM GMT+3,Bachelor's Degree,Female,55 and above,Never,Very often,Quite often,Quite often,Sometimes,Sometimes,Sometimes,Very often,Sometimes,Very often,Quite often,Sometimes,Quite often,Sometimes,Very often,Very often,Sometimes,Sometimes,Very often,Very often,Sometimes,Quite often,Very often,Sometimes,Sometimes,Very often,Very often,Sometimes,Sometimes,Almost never,Almost never
2025/01/24 08:14:34 PM GMT+3,Bachelor's Degree,Female,25 - 34,Quite often,Quite often,Quite often,Sometimes,Very often,Sometimes,Very often,Sometimes,Very often,Sometimes,Quite often,Quite often,Quite often,Never,Almost never,Almost never,Very often,Sometimes,Very often,Almost never,Sometimes,Sometimes,Sometimes,Sometimes,Very often,Sometimes,Very often,Very often,Almost never,Never,Almost never
2025/01/08 10:10:31 AM GMT+3,Bachelor's Degree,Male,18 - 24,Very often,Sometimes,Sometimes,Sometimes,Very often,Sometimes,Very often,Sometimes,Very often,Sometimes,Sometimes,Very often,Sometimes,Very often,Very often,Almost never,Almost never,Sometimes,Very often,Very often,Quite often,Quite often,Sometimes,Sometimes,Sometimes,Very often,Sometimes,Very often,Never,Almost never,Sometimes
2025/01/23 10:38:30 AM GMT+3,Bachelor's Degree,Male,18 - 24,Sometimes,Sometimes,Quite often,Sometimes,Quite often,Very often,Sometimes,Sometimes,Sometimes,Quite often,Sometimes,Very often,Sometimes,Sometimes,Sometimes,Never,Sometimes,Very often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Very often,Sometimes,Sometimes,Very often,Sometimes,Almost never,Sometimes,Almost never
2025/01/21 12:54:56 AM GMT+3,Bachelor's Degree,Male,35 - 44,Sometimes,Very often,Quite often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Very often,Quite often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,Almost never,Quite often,Sometimes,Very often,Never,Almost never,Very often,Very often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Almost never
2025/01/27 12:21:12 AM GMT+3,Bachelor's Degree,Female,18 - 24,Sometimes,Sometimes,Quite often,Quite often,Sometimes,Very often,Quite often,Sometimes,Sometimes,Sometimes,Quite often,Very often,Quite often,Very often,Never,Quite often,Sometimes,Sometimes,Very often,Never,Never,Almost never,Sometimes,Very often,Sometimes,Very often,Sometimes,Very often,Very often,Sometimes,Almost never
2025/01/07 05:16:44 AM GMT+3,Bachelor's Degree,Female,35 - 44,Sometimes,Almost never,Sometimes,Very often,Sometimes,Sometimes,Sometimes,Very often,Sometimes,Very often,Very often,Very often,Quite often,Never,Sometimes,Very often,Sometimes,Very often,Very often,Very often,Sometimes,Quite often,Sometimes,Sometimes,Sometimes,Very often,Sometimes,Sometimes,Almost never,Very often,Sometimes
2025/01/09 10:00:01 PM GMT+3,Bachelor's Degree,Female,45 - 54,Quite often,Sometimes,Very often,Sometimes,Sometimes,Very often,Sometimes,Sometimes,Sometimes,Very often,Sometimes,Quite often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Almost never,Sometimes,Never,Sometimes,Almost never,Sometimes,Sometimes,Sometimes,Very often,Almost never,Almost never,Almost never
2025/01/17 08:01:28 AM GMT+3,Bachelor's Degree,Female,45 - 54,Sometimes,Sometimes,Quite often,Very often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Quite often,Quite often,Sometimes,Sometimes,Sometimes,Sometimes,Almost never,Sometimes,Sometimes,Very often,Quite often,Sometimes,Quite often,Never,Very often,Sometimes,Never,Sometimes,Sometimes,Sometimes,Very often,Almost never
2025/01/19 02:22:25 PM GMT+3,Bachelor's Degree,Female,25 - 34,Sometimes,Quite often,Quite often,Sometimes,Very often,Very often,Very often,Sometimes,Very often,Sometimes,Very often,Sometimes,Quite often,Never,Very often,Very often,Very often,Sometimes,Sometimes,Almost never,Sometimes,Never,Never,Sometimes,Very often,Sometimes,Very often,Sometimes,Almost never,Very often,Almost never
2025/01/10 04:29:09 PM GMT+3,Bachelor's Degree,Male,25 - 34,Sometimes,Sometimes,Quite often,Quite often,Very often,Sometimes,Very often,Sometimes,Very often,Quite often,Sometimes,Very often,Sometimes,Never,Sometimes,Very often,Sometimes,Sometimes,Sometimes,Sometimes,Never,Never,Very often,Very often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Almost never,Almost never
2025/01/23 10:43:05 AM GMT+3,Bachelor's Degree,Female,25 - 34,Sometimes,Almost never,Almost never,Quite often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Very often,Sometimes,Quite often,Sometimes,Sometimes,Quite often,Quite often,Very often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Almost never,Sometimes,Almost never
2025/01/01 12:22:45 AM GMT+3,Bachelor's Degree,Female,18 - 24,Sometimes,Sometimes,Quite often,Sometimes,Very often,Sometimes,Sometimes,Sometimes,Sometimes,Quite often,Quite often,Sometimes,Sometimes,Sometimes,Never,Quite often,Sometimes,Sometimes,Sometimes,Quite often,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Very often,Sometimes,Sometimes,Sometimes,Sometimes
2025/01/13 07:42:21 AM GMT+3,Bachelor's Degree,Male,18 - 24,Sometimes,Sometimes,Almost never,Sometimes,Very often,Sometimes,Sometimes,Sometimes,Sometimes,Very often,Quite often,Sometimes,Sometimes,Sometimes,Sometimes,Almost never,Almost never,Very often,Almost never,Sometimes,Very often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Very often,Almost never,Sometimes,Almost never
2025/01/21 01:32:52 AM GMT+3,Bachelor's Degree,Female,55 and above,Sometimes,Quite often,Quite often,Sometimes,Quite often,Very often,Sometimes,Sometimes,Very often,Sometimes,Sometimes,Very often,Sometimes,Very often,Almost never,Quite often,Very often,Sometimes,Very often,Almost never,Almost never,Very often,Sometimes,Very often,Sometimes,Sometimes,Very often,Sometimes,Never,Very often,Almost never
2025/01/08 04:43:18 PM GMT+3,Bachelor's Degree,Male,18 - 24,Quite often,Quite often,Very often,Sometimes,Sometimes,Very often,Very often,Very often,Very often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Very often,Sometimes,Sometimes,Sometimes,Very often,Quite often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Very often,Very often,Sometimes,Almost never,Sometimes,Almost never
2025/01/18 01:19:06 AM GMT+3,Bachelor's Degree,Female,18 - 24,Sometimes,Sometimes,Quite often,Quite often,Very often,Sometimes,Sometimes,Very often,Very often,Very often,Very often,Very often,Sometimes,Sometimes,Sometimes,Very often,Very often,Sometimes,Almost never,Very often,Never,Sometimes,Very often,Very often,Sometimes,Very often,Very often,Sometimes,Sometimes,Almost never,Almost never
2025/01/14 11:41:51 PM GMT+3,Bachelor's Degree,Female,18 - 24,Quite often,Very often,Very often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Very often,Sometimes,Quite often,Quite often,Quite often,Very often,Sometimes,Sometimes,Sometimes,Quite often,Sometimes,Sometimes,Very often,Sometimes,Never,Sometimes,Very often,Sometimes,Sometimes,Very often,Sometimes,Almost never,Almost never
2025/01/04 09:51:09 PM GMT+3,Bachelor's Degree,Other,18 - 24,Quite often,Sometimes,Almost never,Sometimes,Very often,Sometimes,Very often,Sometimes,Very often,Sometimes,Quite often,Quite often,Quite often,Sometimes,Sometimes,Quite often,Almost never,Sometimes,Almost never,Sometimes,Quite often,Quite often,Sometimes,Almost never,Sometimes,Very often,Sometimes,Very often,Sometimes,Sometimes,Almost never
2025/01/22 01:09:37 AM GMT+3,Bachelor's Degree,Female,55 and above,Sometimes,Sometimes,Almost never,Quite often,Sometimes,Very often,Sometimes,Very often,Never,Quite often,Quite often,Sometimes,Sometimes,Quite often,Very often,Very often,Very often,Sometimes,Almost never,Almost never,Almost never,Sometimes,Sometimes,Very often,Very often,Very often,Sometimes,Sometimes,Almost never,Almost never,Almost never
2025/01/11 08:29:00 AM GMT+3,Bachelor's Degree,Female,18 - 24,Sometimes,Very often,Sometimes,Very often,Very often,Sometimes,Very often,Sometimes,Sometimes,Sometimes,Quite often,Very often,Quite often,Sometimes,Very often,Quite often,Very often,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,Very often,Sometimes,Sometimes,Sometimes,Never,Almost never,Almost never
2025/01/14 11:02:45 AM GMT+3,Bachelor's Degree,Female,45 - 54,Sometimes,Sometimes,Quite often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Very often,Very often,Quite often,Quite often,Sometimes,Sometimes,Sometimes,Quite often,Very often,Sometimes,Very often,Sometimes,Quite often,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Very often,Sometimes,Very often,Almost never
2025/01/21 08:19:05 PM GMT+3,Bachelor's Degree,Male,25 - 34,Sometimes,Sometimes,Quite often,Quite often,Very often,Sometimes,Sometimes,Sometimes,Sometimes,Very often,Quite often,Quite often,Sometimes,Sometimes,Sometimes,Sometimes,Almost never,Sometimes,Very often,Almost never,Quite often,Never,Very often,Almost never,Very often,Sometimes,Sometimes,Sometimes,Sometimes,Very often,Almost never
2025/01/27 05:59:27 AM GMT+3,Bachelor's Degree,Male,35 - 44,Sometimes,Sometimes,Quite often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Very often,Almost never,Very often,Sometimes,Very often,Very often,Sometimes,Sometimes,Very often,Sometimes,Sometimes,Sometimes,Very often,Sometimes,Very often,Never,Almost never
2025/01/25 07:18:02 AM GMT+3,Bachelor's Degree,Female,18 - 24,Sometimes,Sometimes,Quite often,Sometimes,Sometimes,Sometimes,Sometimes,Very often,Sometimes,Quite often,Never,Sometimes,Sometimes,Sometimes,Sometimes,Very often,Almost never,Sometimes,Very often,Sometimes,Very often,Quite often,Very often,Sometimes,Sometimes,Very often,Sometimes,Very often,Very often,Sometimes,Almost never
2025/01/17 09:31:20 PM GMT+3,Bachelor's Degree,Male,55 and above,Sometimes,Sometimes,Sometimes,Quite often,Sometimes,Sometimes,Sometimes,Sometimes,Very often,Sometimes,Sometimes,Very often,Sometimes,Sometimes,Almost never,Sometimes,Sometimes,Quite often,Very often,Very often,Very often,Quite often,Very often,Very often,Very often,Sometimes,Very often,Sometimes,Sometimes,Sometimes,Almost never
2025/01/20 03:47:59 PM GMT+3,Bachelor's Degree,Female,18 - 24,Never,Almost never,Sometimes,Very often,Very often,Very often,Sometimes,Very often,Never,Sometimes,Sometimes,Quite often,Quite often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Almost never,Quite often,Very often,Sometimes,Sometimes,Very often,Sometimes,Sometimes,Very often,Sometimes,Sometimes,Sometimes,Sometimes
2025/01/12 11:59:27 AM GMT+3,Bachelor's Degree,Other,45 - 54,Sometimes,Quite often,Very often,Sometimes,Sometimes,Sometimes,Quite often,Very often,Sometimes,Sometimes,Sometimes,Quite often,Quite often,Quite often,Very often,Very often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,Never,Very often,Very often,Sometimes
2025/01/13 03:19:12 AM GMT+3,Bachelor's Degree,Female,35 - 44,Sometimes,Sometimes,Sometimes,Quite often,Very often,Sometimes,Sometimes,Sometimes,Very often,Sometimes,Never,Very often,Sometimes,Never,Almost never,Very often,Sometimes,Sometimes,Almost never,Almost never,Sometimes,Sometimes,Sometimes,Almost never,Very often,Very often,Sometimes,Sometimes,Never,Sometimes,Almost never
2025/01/03 04:30:51 PM GMT+3,Bachelor's Degree,Female,18 - 24,Sometimes,Sometimes,Quite often,Very often,Sometimes,Sometimes,Sometimes,Very often,Very often,Sometimes,Quite often,Very often,Sometimes,Never,Sometimes,Quite often,Sometimes,Sometimes,Very often,Very often,Never,Quite often,Sometimes,Almost never,Sometimes,Sometimes,Sometimes,Never,Sometimes,Very often,Almost never
2025/01/21 09:19:20 AM GMT+3,Bachelor's Degree,Female,55 and above,Sometimes,Sometimes,Very often,Very often,Sometimes,Sometimes,Sometimes,Sometimes,Very often,Very often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,Sometimes,Very often,Sometimes,Very often,Very often,Sometimes,Sometimes,Almost never,Sometimes,Sometimes,Sometimes,Very often,Never,Sometimes,Almost never
2025/01/09 05:11:19 PM GMT+3,Bachelor's Degree,Female,25 - 34,Sometimes,Sometimes,Quite often,Very often,Very often,Sometimes,Sometimes,Sometimes,Quite often,Very often,Very often,Sometimes,Sometimes,Quite often,Sometimes,Sometimes,Almost never,Sometimes,Sometimes,Sometimes,Almost never,Sometimes,Sometimes,Almost never,Sometimes,Never,Very often,Very often,Almost never,Sometimes,Almost never
2025/01/07 03:29:39 AM GMT+3,Bachelor's Degree,Female,18 - 24,Quite often,Very often,Quite often,Quite often,Very often,Sometimes,Sometimes,Sometimes,Sometimes,Very often,Quite often,Very often,Sometimes,Sometimes,Very often,Never,Sometimes,Sometimes,Almost never,Very often,Sometimes,Sometimes,Very often,Very often,Very often,Sometimes,Sometimes,Very often,Almost never,Sometimes,Almost never
2025/01/07 06:56:52 PM GMT+3,Bachelor's Degree,Female,35 - 44,Never,Almost never,Quite often,Very often,Sometimes,Very often,Very often,Sometimes,Sometimes,Very often,Very often,Quite often,Sometimes,Sometimes,Very often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Very often,Very often,Very often,Very often,Sometimes,Sometimes,Sometimes,Sometimes,Almost never,Almost never,Sometimes
2025/01/17 10:56:53 PM GMT+3,Bachelor's Degree,Male,55 and above,Very often,Quite often,Quite often,Sometimes,Quite often,Very often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Almost never,Sometimes,Very often,Sometimes,Very often,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Almost never,Very often,Sometimes,Sometimes,Sometimes,Very often,Sometimes,Almost never
2025/01/14 05:21:14 AM GMT+3,Bachelor's Degree,Male,55 and above,Sometimes,Very often,Very often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Very often,Sometimes,Quite often,Sometimes,Sometimes,Very often,Very often,Very often,Sometimes,Sometimes,Very often,Almost never,Quite often,Sometimes,Sometimes,Sometimes,Sometimes,Very often,Sometimes,Sometimes,Sometimes,Almost never
2025/01/22 01:50:07 AM GMT+3,Bachelor's Degree,Female,45 - 54,Sometimes,Sometimes,Quite often,Quite often,Quite often,Very often,Sometimes,Quite often,Sometimes,Sometimes,Never,Very often,Quite often,Sometimes,Sometimes,Quite often,Almost never,Very often,Almost never,Sometimes,Sometimes,Almost never,Sometimes,Very often,Sometimes,Sometimes,Sometimes,Very often,Very often,Very often,Almost never
2025/01/09 01:18:56 AM GMT+3,Bachelor's Degree,Female,35 - 44,Sometimes,Quite often,Sometimes,Quite often,Sometimes,Sometimes,Very often,Sometimes,Sometimes,Sometimes,Quite often,Sometimes,Quite often,Very often,Sometimes,Sometimes,Very often,Very often,Sometimes,Sometimes,Almost never,Sometimes,Never,Sometimes,Sometimes,Very often,Very often,Sometimes,Sometimes,Very often,Almost never
2025/01/21 07:00:59 AM GMT+3,Bachelor's Degree,Female,45 - 54,Never,Sometimes,Sometimes,Sometimes,Sometimes,Very often,Very often,Very often,Quite often,Sometimes,Sometimes,Almost never,Sometimes,Sometimes,Sometimes,Sometimes,Very often,Sometimes,Sometimes,Quite often,Sometimes,Sometimes,Sometimes,Very often,Sometimes,Sometimes,Very often,Very often,Sometimes,Almost never,Sometimes
2025/01/09 05:33:19 AM GMT+3,Bachelor's Degree,Female,25 - 34,Sometimes,Very often,Sometimes,Sometimes,Sometimes,Very often,Very often,Very often,Sometimes,Quite often,Never,Almost never,Sometimes,Never,Very often,Very often,Very often,Sometimes,Almost never,Very often,Very often,Almost never,Sometimes,Very often,Sometimes,Never,Sometimes,Very often,Sometimes,Sometimes,Almost never
2025/01/04 02:29:30 PM GMT+3,Bachelor's Degree,Female,35 - 44,Never,Sometimes,Almost never,Very often,Sometimes,Very often,Quite often,Very often,Very often,Sometimes,Quite often,Quite often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Very often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,Almost never
2025/01/02 08:00:56 AM GMT+3,Bachelor's Degree,Female,35 - 44,Quite often,Sometimes,Quite often,Very often,Very often,Very often,Sometimes,Sometimes,Very often,Sometimes,Quite often,Sometimes,Sometimes,Sometimes,Almost never,Quite often,Sometimes,Sometimes,Very often,Sometimes,Sometimes,Very often,Sometimes,Sometimes,Very often,Sometimes,Very often,Sometimes,Sometimes,Sometimes,Almost never
2025/01/12 01:30:22 AM GMT+3,Bachelor's Degree,Female,45 - 54,Never,Almost never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Very often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Quite often,Very often,Very often,Sometimes,Sometimes,Very often,Sometimes,Sometimes,Sometimes,Never,Sometimes,Very often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Almost never
2025/01/10 12:19:21 PM GMT+3,Bachelor's Degree,Male,35 - 44,Sometimes,Quite often,Sometimes,Quite often,Sometimes,Sometimes,Quite often,Sometimes,Quite often,Sometimes,Sometimes,Quite often,Sometimes,Sometimes,Almost never,Sometimes,Very often,Sometimes,Sometimes,Never,Sometimes,Sometimes,Never,Sometimes,Very often,Never,Very often,Sometimes,Sometimes,Sometimes,Almost never
2025/01/10 07:43:44 PM GMT+3,Bachelor's Degree,Male,45 - 54,Never,Sometimes,Almost never,Quite often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Very often,Sometimes,Quite often,Very often,Sometimes,Almost never,Never,Very often,Very often,Almost never,Sometimes,Sometimes,Sometimes,Sometimes,Almost never,Very often,Sometimes,Sometimes,Sometimes,Almost never,Sometimes,Sometimes
2025/01/16 01:10:20 PM GMT+3,Bachelor's Degree,Male,55 and above,Quite often,Almost never,Very often,Quite often,Very often,Sometimes,Sometimes,Sometimes,Sometimes,Very often,Sometimes,Sometimes,Quite often,Sometimes,Almost never,Almost never,Very often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Very often,Very often,Very often,Very often,Very often,Almost never
2025/01/04 12:51:21 PM GMT+3,Bachelor's Degree,Male,45 - 54,Sometimes,Very often,Sometimes,Quite often,Quite often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Very often,Sometimes,Very often,Very often,Sometimes,Quite often,Sometimes,Sometimes,Never,Quite often,Sometimes,Very often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Almost never
2025/01/04 10:02:13 PM GMT+3,Bachelor's Degree,Female,55 and above,Very often,Quite often,Quite often,Very often,Sometimes,Sometimes,Very often,Sometimes,Very often,Sometimes,Quite often,Sometimes,Sometimes,Sometimes,Almost never,Very often,Sometimes,Quite often,Very often,Sometimes,Sometimes,Sometimes,Sometimes,Almost never,Sometimes,Sometimes,Sometimes,Never,Very often,Sometimes,Almost never
2025/01/01 09:09:05 PM GMT+3,Bachelor's Degree,Female,45 - 54,Sometimes,Sometimes,Quite often,Sometimes,Sometimes,Very often,Very often,Sometimes,Sometimes,Sometimes,Sometimes,Very often,Quite often,Quite often,Sometimes,Almost never,Sometimes,Sometimes,Almost never,Very often,Sometimes,Sometimes,Sometimes,Very often,Sometimes,Sometimes,Sometimes,Sometimes,Almost never,Sometimes,Almost never
2025/01/17 09:17:54 AM GMT+3,Bachelor's Degree,Female,18 - 24,Sometimes,Quite often,Quite often,Quite often,Sometimes,Sometimes,Sometimes,Sometimes,Quite often,Very often,Very often,Very often,Quite often,Sometimes,Very often,Sometimes,Almost never,Sometimes,Very often,Very often,Sometimes,Quite often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Very often,Sometimes,Almost never
2025/01/03 02:35:24 PM GMT+3,Bachelor's Degree,Female,25 - 34,Sometimes,Sometimes,Quite often,Quite often,Sometimes,Very often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,Sometimes,Quite often,Very often,Very often,Sometimes,Never,Sometimes,Sometimes,Sometimes,Almost never,Sometimes,Never,Sometimes,Very often,Almost never,Almost never,Almost never
2025/01/02 10:59:46 AM GMT+3,Bachelor's Degree,Female,45 - 54,Sometimes,Sometimes,Quite often,Quite often,Sometimes,Sometimes,Sometimes,Sometimes,Very often,Very often,Never,Quite often,Very often,Very often,Sometimes,Sometimes,Almost never,Very often,Almost never,Quite often,Sometimes,Sometimes,Very often,Sometimes,Sometimes,Very often,Very often,Very often,Sometimes,Sometimes,Almost never
2025/01/21 04:36:28 AM GMT+3,Bachelor's Degree,Other,35 - 44,Sometimes,Sometimes,Sometimes,Very often,Very often,Very often,Sometimes,Very often,Very often,Quite often,Sometimes,Very often,Quite often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Almost never,Sometimes,Quite often,Quite often,Sometimes,Almost never,Sometimes,Very often,Very often,Never,Sometimes,Sometimes,Almost never
2025/01/05 02:08:57 AM GMT+3,Bachelor's Degree,Female,18 - 24,Quite often,Sometimes,Quite often,Sometimes,Sometimes,Very often,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,Quite often,Very often,Almost never,Never,Almost never,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes
